cornercut	rcorner2	Frequency	S(0,0)	S(0,1)	S(0,2)	S(0,3)	S(1,0)	S(1,1)	S(1,2)	S(1,3)	S(2,0)	S(2,1)	S(2,2)	S(2,3)	S(3,0)	S(3,1)	S(3,2)	S(3,3)	
12.2	4.0	11174000000.0	0.13186155	0.00134224348	0.991266103	0.00149787085	0.00134224348	0.999997965	0.0015057908	1.9941384e-05	0.991266103	0.0015057908	0.131861545	0.00133392647	0.00149787085	1.9941384e-05	0.00133392647	0.999997988	
12.2	4.0	11424000000.0	0.148321387	0.00217402458	0.988933621	0.00251669883	0.00217402458	0.999994462	0.00251954587	4.55035079e-05	0.988933621	0.00251954587	0.148321383	0.00217097803	0.00251669883	4.55035079e-05	0.00217097803	0.999994475	
12.2	4.0	11674000000.0	0.177609554	0.00381810522	0.984083071	0.00455821734	0.00381810522	0.999982331	0.0045548332	0.000113742242	0.984083071	0.0045548332	0.17760956	0.00382186377	0.00455821734	0.000113742242	0.00382186377	0.999982301	
12.2	4.0	11924000000.0	0.230569407	0.0074163889	0.972985097	0.00909647643	0.0074163889	0.999931165	0.00908621241	0.000321023657	0.972985097	0.00908621241	0.230569452	0.00742756954	0.00909647643	0.000321023657	0.00742756954	0.999930989	
12.2	4.0	12174000000.0	0.334962407	0.0165435455	0.941856009	0.0208267747	0.0165435455	0.999646013	0.0208086062	0.00107775688	0.941856009	0.0208086062	0.334962615	0.016562185	0.0208267747	0.00107775688	0.016562185	0.999645326	
12.2	4.0	12424000000.0	0.57481673	0.0453376447	0.814913466	0.0587049175	0.0453376447	0.99723606	0.0586740449	0.00470054033	0.814913466	0.0586740449	0.574817766	0.0453644676	0.0587049175	0.00470054033	0.0453644676	0.997233023	
12.4	4.0	9424000000.0	0.140369466	0.000186621685	0.990099162	0.000168432452	0.000186621685	0.999999969	0.000164658009	2.70266234e-07	0.990099162	0.000164658009	0.140369464	0.000191623474	0.000168432452	2.70266234e-07	0.000191623474	0.999999967	
12.4	4.0	9674000000.0	0.129101171	0.000228913748	0.991631379	0.000208325763	0.000228913748	0.999999952	0.000207448553	4.46461065e-07	0.991631379	0.000207448553	0.129101169	0.000231028028	0.000208325763	4.46461065e-07	0.000231028028	0.999999952	
12.4	4.0	9924000000.0	0.119972605	0.000285212845	0.992777127	0.000263401995	0.000285212845	0.999999924	0.00026574607	7.59422593e-07	0.992777127	0.00026574607	0.119972602	0.000284002299	0.000263401995	7.59422593e-07	0.000284002299	0.999999925	
12.4	4.0	10174000000.0	0.113022634	0.000361650091	0.993592289	0.000341638337	0.000361650091	0.999999874	0.000346931771	1.33472034e-06	0.993592289	0.000346931771	0.113022632	0.000357211688	0.000341638337	1.33472034e-06	0.000357211688	0.999999878	
12.4	4.0	10424000000.0	0.108438379	0.000469387657	0.994102957	0.000457258714	0.000469387657	0.999999782	0.000464560526	2.43428845e-06	0.994102957	0.000464560526	0.108438378	0.000462479874	0.000457258714	2.43428845e-06	0.000462479874	0.999999789	
12.4	4.0	10674000000.0	0.106609957	0.000629573365	0.994300516	0.000636592416	0.000629573365	0.999999594	0.000644315049	4.63213655e-06	0.994300516	0.000644315049	0.106609957	0.00062167828	0.000636592416	4.63213655e-06	0.00062167828	0.999999604	
12.4	4.0	10924000000.0	0.108241998	0.000883605164	0.994123747	0.000930221148	0.000883605164	0.999999171	0.000936359824	9.26076287e-06	0.994123747	0.000936359824	0.108242	0.000876791833	0.000930221148	9.26076287e-06	0.000876791833	0.999999183	
12.4	4.0	11174000000.0	0.11457801	0.00131538936	0.993412339	0.00143990385	0.00131538936	0.999998094	0.00144252038	1.96336061e-05	0.993412339	0.00144252038	0.114578018	0.00131184833	0.00143990385	1.96336061e-05	0.00131184833	0.999998103	
12.4	4.0	11424000000.0	0.12787949	0.00210368089	0.991784618	0.00238379722	0.00210368089	0.99999495	0.00238163622	4.47151832e-05	0.991784618	0.00238163622	0.127879509	0.00210496913	0.00238379722	4.47151832e-05	0.00210496913	0.999994942	
12.4	4.0	11674000000.0	0.152557893	0.00366074068	0.988278517	0.00427320561	0.00366074068	0.999984193	0.00426619983	0.000111504555	0.988278517	0.00426619983	0.152557939	0.00366699765	0.00427320561	0.000111504555	0.00366699765	0.99998414	
12.4	4.0	11924000000.0	0.198254169	0.00706065377	0.98008864	0.00846699279	0.00706065377	0.999939267	0.00845647363	0.000313819973	0.98008864	0.00845647363	0.198254284	0.00707002258	0.00846699279	0.000313819973	0.00707002258	0.999939111	
12.4	4.0	12174000000.0	0.289965163	0.0156622237	0.956714332	0.0193024766	0.0156622237	0.999690676	0.0192909886	0.00105110672	0.956714332	0.0192909886	0.289965487	0.0156703792	0.0193024766	0.00105110672	0.0156703792	0.999690326	
12.4	4.0	12424000000.0	0.50838209	0.0431241355	0.858302243	0.0548198807	0.0431241355	0.997554432	0.0548098612	0.00461986023	0.858302243	0.0548098612	0.508383226	0.0431234808	0.0548198807	0.00461986023	0.0431234808	0.99755391	
12.6	4.0	9424000000.0	0.13149234	0.000186786312	0.991317154	0.000172749807	0.000186786312	0.999999969	0.000164948518	2.68376323e-07	0.991317154	0.000164948518	0.131492336	0.000195785389	0.000172749807	2.68376323e-07	0.000195785389	0.999999966	
12.6	4.0	9674000000.0	0.119698312	0.000225510726	0.992810263	0.000210719585	0.000225510726	0.999999954	0.000204116152	4.42239617e-07	0.992810263	0.000204116152	0.119698308	0.00023346682	0.000210719585	4.42239617e-07	0.00023346682	0.999999951	
12.6	4.0	9924000000.0	0.109919476	0.000278706572	0.993940422	0.00026328858	0.000278706572	0.999999928	0.000259158486	7.50782354e-07	0.993940422	0.000259158486	0.109919471	0.000284371939	0.00026328858	7.50782354e-07	0.000284371939	0.999999925	
12.6	4.0	10174000000.0	0.102164307	0.000353116659	0.994767418	0.000338475396	0.000353116659	0.999999881	0.000337780141	1.31750115e-06	0.994767418	0.000337780141	0.102164301	0.000355452897	0.000338475396	1.31750115e-06	0.000355452897	0.99999988	
12.6	4.0	10424000000.0	0.0965768409	0.000460168057	0.995325323	0.000450024297	0.000460168057	0.999999791	0.000453186307	2.39974785e-06	0.995325323	0.000453186307	0.0965768337	0.000458583915	0.000450024297	2.39974785e-06	0.000458583915	0.999999794	
12.6	4.0	10674000000.0	0.093483964	0.000620414638	0.995620397	0.000622618934	0.000620414638	0.999999609	0.000629342543	4.56078456e-06	0.995620397	0.000629342543	0.0934839548	0.000615003693	0.000622618934	4.56078456e-06	0.000615003693	0.999999617	
12.6	4.0	10924000000.0	0.0934927701	0.00087286266	0.995619167	0.000902882353	0.00087286266	0.999999203	0.000912078184	9.10620175e-06	0.995619167	0.000912078184	0.0934927579	0.000864574498	0.000902882353	9.10620175e-06	0.000864574498	0.999999219	
12.6	4.0	11174000000.0	0.0976869198	0.0012955561	0.99521539	0.00138402976	0.0012955561	0.999998189	0.00139391563	1.92767381e-05	0.99521539	0.00139391563	0.0976869029	0.00128619502	0.00138402976	1.92767381e-05	0.00128619502	0.999998215	
12.6	4.0	11424000000.0	0.108046331	0.00205453226	0.994141155	0.00226575068	0.00205453226	0.999995303	0.00227416508	4.3821366e-05	0.994141155	0.00227416508	0.108046307	0.00204649254	0.00226575068	4.3821366e-05	0.00204649254	0.999995338	
12.6	4.0	11674000000.0	0.128440169	0.00353346127	0.991702833	0.00401615367	0.00353346127	0.999985667	0.0040210138	0.000109021214	0.991702833	0.0040210138	0.128440134	0.00352922365	0.00401615367	0.000109021214	0.00352922365	0.999985702	
12.6	4.0	11924000000.0	0.167339271	0.00673214614	0.985844903	0.0078786293	0.00673214614	0.999946257	0.00787836129	0.000305924896	0.985844903	0.00787836129	0.167339222	0.006733695	0.0078786293	0.000305924896	0.006733695	0.999946244	
12.6	4.0	12174000000.0	0.246870355	0.014777091	0.968771863	0.0178253742	0.014777091	0.999731501	0.0178190928	0.00102135526	0.968771863	0.0178190928	0.246870312	0.0147853714	0.0178253742	0.00102135526	0.0147853714	0.999731267	
12.6	4.0	12424000000.0	0.441701376	0.0406224725	0.894806144	0.0507116715	0.0406224725	0.997877336	0.0506986522	0.00450379686	0.894806144	0.0506986522	0.44170159	0.0406363985	0.0507116715	0.00450379686	0.0406363985	0.997876107	
12.8	4.0	9424000000.0	0.122562458	0.000190387565	0.992460768	0.000178010013	0.000190387565	0.999999967	0.000169600625	2.65871704e-07	0.992460768	0.000169600625	0.122562455	0.000199785914	0.000178010013	2.65871704e-07	0.000199785914	0.999999964	
12.8	4.0	9674000000.0	0.110279526	0.000231820339	0.993900561	0.000219556865	0.000231820339	0.999999951	0.000211195873	4.38475046e-07	0.993900561	0.000211195873	0.110279522	0.000241324684	0.000219556865	4.38475046e-07	0.000241324684	0.999999947	
12.8	4.0	9924000000.0	0.0998961577	0.000287142587	0.994997789	0.000274824503	0.000287142587	0.999999923	0.000267723034	7.44399021e-07	0.994997789	0.000267723034	0.0998961523	0.00029559747	0.000274824503	7.44399021e-07	0.00029559747	0.999999919	
12.8	4.0	10174000000.0	0.0913941238	0.000362448744	0.995814671	0.000350605635	0.000362448744	0.999999874	0.000346018435	1.30546434e-06	0.995814671	0.000346018435	0.0913941167	0.000368596406	0.000350605635	1.30546434e-06	0.000368596406	0.999999871	
12.8	4.0	10424000000.0	0.0848786787	0.000468367431	0.996391078	0.000459043136	0.000468367431	0.999999785	0.000458101619	2.37515445e-06	0.996391078	0.000458101619	0.0848786692	0.000471000376	0.000459043136	2.37515445e-06	0.000471000376	0.999999784	
12.8	4.0	10674000000.0	0.0806186524	0.000624313822	0.996744629	0.000622593767	0.000624313822	0.999999609	0.000626040862	4.50739588e-06	0.996744629	0.000626040862	0.0806186394	0.000622540626	0.000622593767	4.50739588e-06	0.000622540626	0.999999612	
12.8	4.0	10924000000.0	0.0791304822	0.000867323919	0.996863497	0.000884302453	0.000867323919	0.999999226	0.000892163029	8.98387444e-06	0.996863497	0.000892163029	0.0791304636	0.00086093944	0.000884302453	8.98387444e-06	0.00086093944	0.999999238	
12.8	4.0	11174000000.0	0.0813484734	0.00127137773	0.996684022	0.0013304653	0.00127137773	0.999998291	0.00134177187	1.8979414e-05	0.996684022	0.00134177187	0.0813484456	0.00126123116	0.0013304653	1.8979414e-05	0.00126123116	0.999998319	
12.8	4.0	11424000000.0	0.0889890633	0.00199301376	0.996028299	0.00214520197	0.00199301376	0.999995685	0.00215793302	4.3043707e-05	0.996028299	0.00215793302	0.0889890195	0.00198118901	0.00214520197	4.3043707e-05	0.00198118901	0.999995736	
12.8	4.0	11674000000.0	0.105412675	0.00339151584	0.994415681	0.00375761433	0.00339151584	0.999987141	0.0037688975	0.000106780727	0.994415681	0.0037688975	0.105412603	0.00338123241	0.00375761433	0.000106780727	0.00338123241	0.999987218	
12.8	4.0	11924000000.0	0.137980505	0.00639704063	0.990387369	0.00730187395	0.00639704063	0.999952788	0.00730828	0.000298560681	0.990387369	0.00730828	0.137980376	0.00639250026	0.00730187395	0.000298560681	0.00639250026	0.999952864	
12.8	4.0	12174000000.0	0.2059848	0.0139044501	0.978319089	0.0163917327	0.0139044501	0.999768511	0.0163891822	0.000992372601	0.978319089	0.0163891822	0.205984534	0.0139113902	0.0163917327	0.000992372601	0.0139113902	0.999768373	
12.8	4.0	12424000000.0	0.376398593	0.0380177531	0.924507159	0.0465323897	0.0380177531	0.998184345	0.0465139922	0.00437168114	0.924507159	0.0465139922	0.376397856	0.0380475491	0.0465323897	0.00437168114	0.0380475491	0.998182353	
13.0	4.0	9424000000.0	0.113606206	0.000194744785	0.993525823	0.000177463627	0.000194744785	0.999999966	0.000174527476	2.63274964e-07	0.993525823	0.000174527476	0.113606205	0.000197924245	0.000177463627	2.63274964e-07	0.000197924245	0.999999965	
13.0	4.0	9674000000.0	0.100878662	0.000235553278	0.994898684	0.000218947679	0.000235553278	0.999999949	0.000215418128	4.33738724e-07	0.994898684	0.000215418128	0.100878661	0.000239361265	0.000218947679	4.33738724e-07	0.000239361265	0.999999947	
13.0	4.0	9924000000.0	0.0899425542	0.000289925082	0.995946875	0.000274587224	0.000289925082	0.999999921	0.000270738102	7.35654002e-07	0.995946875	0.000270738102	0.0899425522	0.000294133954	0.000274587224	7.35654002e-07	0.000294133954	0.999999919	
13.0	4.0	10174000000.0	0.080756159	0.000363948687	0.996733759	0.0003508133	0.000363948687	0.999999874	0.000347133465	1.28891099e-06	0.996733759	0.000347133465	0.080756156	0.000368105196	0.0003508133	1.28891099e-06	0.000368105196	0.999999871	
13.0	4.0	10424000000.0	0.0733892109	0.000468029473	0.997303161	0.000458826522	0.000468029473	0.999999786	0.000456010943	2.34266413e-06	0.997303161	0.000456010943	0.0733892065	0.000471448642	0.000458826522	2.34266413e-06	0.000471448642	0.999999784	
13.0	4.0	10674000000.0	0.0680561004	0.000620839103	0.997681111	0.000619068872	0.000620839103	0.999999616	0.000617920785	4.44058591e-06	0.997681111	0.000617920785	0.0680560939	0.000622687153	0.000619068872	4.44058591e-06	0.000622687153	0.999999614	
13.0	4.0	10924000000.0	0.0651877862	0.000857516515	0.997872266	0.000870558539	0.000857516515	0.999999252	0.000871779205	8.83848976e-06	0.997872266	0.000871779205	0.0651877764	0.00085701919	0.000870558539	8.83848976e-06	0.00085701919	0.999999254	
13.0	4.0	11174000000.0	0.0655785832	0.00124761507	0.997845792	0.00129156971	0.00124761507	0.999998382	0.00129545609	1.8640755e-05	0.997845792	0.00129545609	0.0655785679	0.00124438795	0.00129156971	1.8640755e-05	0.00124438795	0.999998391	
13.0	4.0	11424000000.0	0.0707000908	0.00193744072	0.997493631	0.00204933817	0.00193744072	0.99999601	0.0020554853	4.21862609e-05	0.997493631	0.0020554853	0.0707000653	0.00193184984	0.00204933817	4.21862609e-05	0.00193184984	0.999996033	
13.0	4.0	11674000000.0	0.083442121	0.00326120632	0.996501024	0.00353344854	0.00326120632	0.999988409	0.00354059521	0.000104367154	0.996501024	0.00354059521	0.0834420759	0.00325460145	0.00353344854	0.000104367154	0.00325460145	0.999988456	
13.0	4.0	11924000000.0	0.110134634	0.00607957165	0.99387502	0.00677097999	0.00607957165	0.999958512	0.00677703906	0.00029073463	0.99387502	0.00677703906	0.110134552	0.00607431871	0.00677097999	0.00029073463	0.00607431871	0.999958585	
13.0	4.0	12174000000.0	0.167366066	0.0130551182	0.985693902	0.0150231775	0.0130551182	0.999801422	0.015025156	0.000961444874	0.985693902	0.015025156	0.167365923	0.0130546709	0.0150231775	0.000961444874	0.0130546709	0.999801458	
13.0	4.0	12424000000.0	0.31360604	0.0353370146	0.947950487	0.0423369973	0.0353370146	0.998469708	0.0423291849	0.00421638681	0.947950487	0.0423291849	0.313605931	0.0353473466	0.0423369973	0.00421638681	0.0353473466	0.998469011	
13.2	4.0	9424000000.0	0.104604657	0.000191509539	0.994513848	0.000185115676	0.000191509539	0.999999967	0.00017293384	2.60874811e-07	0.994513848	0.00017293384	0.104604652	0.000205204999	0.000185115676	2.60874811e-07	0.000205204999	0.999999962	
13.2	4.0	9674000000.0	0.0914765211	0.000233317709	0.995807181	0.000224084857	0.000233317709	0.99999995	0.000214843519	4.29171486e-07	0.995807181	0.000214843519	0.0914765154	0.000244020056	0.000224084857	4.29171486e-07	0.000244020056	0.999999945	
13.2	4.0	9924000000.0	0.0800398165	0.000289365804	0.996791587	0.000276574281	0.000289365804	0.999999921	0.000271722019	7.27010867e-07	0.996791587	0.000271722019	0.0800398102	0.000295641227	0.000276574281	7.27010867e-07	0.000295641227	0.999999918	
13.2	4.0	10174000000.0	0.070229692	0.00036540692	0.997530719	0.000349395309	0.00036540692	0.999999872	0.000349681152	1.27234201e-06	0.997530719	0.000349681152	0.0702296852	0.000366438797	0.000349395309	1.27234201e-06	0.000366438797	0.999999872	
13.2	4.0	10424000000.0	0.0620820586	0.0004711933	0.998070834	0.000453760201	0.0004711933	0.999999784	0.000459122605	2.31001442e-06	0.998070834	0.000459122605	0.0620820514	0.000466930092	0.000453760201	2.31001442e-06	0.000466930092	0.999999788	
13.2	4.0	10674000000.0	0.055761105	0.000624143697	0.998443758	0.000609161205	0.000624143697	0.999999614	0.000618679024	4.3735669e-06	0.998443758	0.000618679024	0.0557610974	0.000615398404	0.000609161205	4.3735669e-06	0.000615398404	0.999999625	
13.2	4.0	10924000000.0	0.0516204163	0.000856965843	0.998666047	0.000851588528	0.000856965843	0.99999926	0.000863522217	8.69332862e-06	0.998666047	0.000863522217	0.0516204083	0.000845425422	0.000851588528	8.69332862e-06	0.000845425422	0.99999928	
13.2	4.0	11174000000.0	0.050328219	0.00123436359	0.998731185	0.00125198832	0.00123436359	0.999998439	0.0012639758	1.8304424e-05	0.998731185	0.0012639758	0.0503282107	0.00122242774	0.00125198832	1.8304424e-05	0.00122242774	0.999998469	
13.2	4.0	11424000000.0	0.0531349477	0.00189236337	0.998583622	0.00196101222	0.00189236337	0.999996267	0.00197048733	4.13386844e-05	0.998583622	0.00197048733	0.0531349393	0.0018827329	0.00196101222	4.13386844e-05	0.0018827329	0.999996304	
13.2	4.0	11674000000.0	0.0625030859	0.00314091358	0.998034275	0.00332925095	0.00314091358	0.999989504	0.00333408208	0.000101988793	0.998034275	0.00333408208	0.0625030783	0.0031359371	0.00332925095	0.000101988793	0.0031359371	0.999989536	
13.2	4.0	11924000000.0	0.0838203351	0.00577389498	0.996444367	0.00627995796	0.00577389498	0.999963576	0.00627920495	0.000283024037	0.996444367	0.00627920495	0.0838203297	0.00577479228	0.00627995796	0.000283024037	0.00577479228	0.999963566	
13.2	4.0	12174000000.0	0.131166126	0.0122283306	0.991189825	0.013734843	0.0122283306	0.999830534	0.0137296854	0.000930713381	0.991189825	0.0137296854	0.131166114	0.0122342421	0.013734843	0.000930713381	0.0122342421	0.999830391	
13.2	4.0	12424000000.0	0.254422791	0.0326591355	0.965783911	0.0382604428	0.0326591355	0.998725865	0.0382570906	0.00405234667	0.965783911	0.0382570906	0.25442263	0.032664318	0.0382604428	0.00405234667	0.032664318	0.998725568	
13.4	4.0	9424000000.0	0.0956056194	0.00019496643	0.995419255	0.000187706483	0.00019496643	0.999999965	0.000177373914	2.58410759e-07	0.995419255	0.000177373914	0.0956056151	0.000206390148	0.000187706483	2.58410759e-07	0.000206390148	0.999999961	
13.4	4.0	9674000000.0	0.082114263	0.000235963172	0.996622868	0.00022747912	0.000235963172	0.999999948	0.000218564424	4.24665257e-07	0.996622868	0.000218564424	0.0821142579	0.000245939316	0.00022747912	4.24665257e-07	0.000245939316	0.999999944	
13.4	4.0	9924000000.0	0.0702182867	0.000291088363	0.997531568	0.000280539719	0.000291088363	0.99999992	0.00027453495	7.18612826e-07	0.997531568	0.00027453495	0.0702182808	0.000298155502	0.000280539719	7.18612826e-07	0.000298155502	0.999999916	
13.4	4.0	10174000000.0	0.0598346964	0.000366173398	0.99820817	0.000353275823	0.000366173398	0.999999871	0.000351361766	1.25625486e-06	0.99820817	0.000351361766	0.0598346896	0.00036911773	0.000353275823	1.25625486e-06	0.00036911773	0.999999869	
13.4	4.0	10424000000.0	0.0509713568	0.000470854443	0.9986999	0.000456232162	0.000470854443	0.999999784	0.000459066068	2.27809225e-06	0.9986999	0.000459066068	0.0509713491	0.000468937413	0.000456232162	2.27809225e-06	0.000468937413	0.999999786	
13.4	4.0	10674000000.0	0.0437486684	0.000621959206	0.99904219	0.00060763073	0.000621959206	0.999999617	0.000615130842	4.30742112e-06	0.99904219	0.000615130842	0.0437486596	0.00061516768	0.00060763073	4.30742112e-06	0.00061516768	0.999999626	
13.4	4.0	10924000000.0	0.0384505197	0.000850517274	0.99925979	0.000840721712	0.000850517274	0.999999275	0.000851885629	8.54884608e-06	0.99925979	0.000851885629	0.0384505098	0.000839788689	0.000840721712	8.54884608e-06	0.000839788689	0.999999294	
13.4	4.0	11174000000.0	0.0356300586	0.0012171082	0.999363562	0.00122022366	0.0012171082	0.999998499	0.00123306556	1.79676791e-05	0.999363562	0.00123306556	0.0356300474	0.00120442682	0.00122022366	1.79676791e-05	0.00120442682	0.99999853	
13.4	4.0	11424000000.0	0.0363357596	0.00184798353	0.999336157	0.00188221098	0.00184798353	0.999996498	0.00189394788	4.04872491e-05	0.999336157	0.00189394788	0.036335747	0.0018362027	0.00188221098	4.04872491e-05	0.0018362027	0.999996542	
13.4	4.0	11674000000.0	0.0426415229	0.00302905859	0.999080906	0.00314138564	0.00302905859	0.999990449	0.00314899037	9.95961908e-05	0.999080906	0.00314899037	0.0426415092	0.00302134493	0.00314138564	9.95961908e-05	0.00302134493	0.999990497	
13.4	4.0	11924000000.0	0.0590807316	0.00548808033	0.998221138	0.00582297572	0.00548808033	0.999967942	0.00582407532	0.000275259886	0.998221138	0.00582407532	0.0590807212	0.00548702573	0.00582297572	0.000275259886	0.00548702573	0.999967954	
13.4	4.0	12174000000.0	0.0974464594	0.0114401022	0.995096188	0.0125254926	0.0114401022	0.99985578	0.0125193535	0.000899621586	0.995096188	0.0125193535	0.0974464764	0.0114466755	0.0125254926	0.000899621586	0.0114466755	0.999855628	
13.4	4.0	12424000000.0	0.199408861	0.0300271724	0.978853319	0.0343606641	0.0300271724	0.998951185	0.0343488605	0.00387991158	0.978853319	0.0343488605	0.199409053	0.0300393996	0.0343606641	0.00387991158	0.0300393996	0.998950412	
13.6	4.0	9424000000.0	0.0865838477	0.000203809802	0.996244527	0.000194206191	0.000203809802	0.999999962	0.000187020197	2.57452383e-07	0.996244527	0.000187020197	0.0865838447	0.00021164846	0.000194206191	2.57452383e-07	0.00021164846	0.999999959	
13.6	4.0	9674000000.0	0.072782783	0.000245763086	0.997347758	0.000236124289	0.000245763086	0.999999944	0.000229312123	4.22489574e-07	0.997347758	0.000229312123	0.0727827793	0.000253206916	0.000236124289	4.22489574e-07	0.000253206916	0.99999994	
13.6	4.0	9924000000.0	0.0604859562	0.00030114665	0.998168961	0.000290824939	0.00030114665	0.999999914	0.000285599687	7.13715132e-07	0.998168961	0.000285599687	0.0604859517	0.000306994398	0.000290824939	7.13715132e-07	0.000306994398	0.999999911	
13.6	4.0	10174000000.0	0.0495911752	0.000375526398	0.998769464	0.000364122979	0.000375526398	0.999999864	0.000361633579	1.24536181e-06	0.998769464	0.000361633579	0.04959117	0.000378610458	0.000364122979	1.24536181e-06	0.000378610458	0.999999862	
13.6	4.0	10424000000.0	0.0400797948	0.000478110638	0.999196259	0.000465737556	0.000478110638	0.999999777	0.00046684177	2.25390703e-06	0.999196259	0.00046684177	0.0400797889	0.000477526175	0.000465737556	2.25390703e-06	0.000477526175	0.999999778	
