cornercut	rcorner2	Frequency	S(0,0)	S(0,1)	S(0,2)	S(0,3)	S(1,0)	S(1,1)	S(1,2)	S(1,3)	S(2,0)	S(2,1)	S(2,2)	S(2,3)	S(3,0)	S(3,1)	S(3,2)	S(3,3)	
12.4	7.0	10424000000.0	0.107422278	0.000460210452	0.994213275	0.000454785747	0.000460210452	0.999999791	0.000454057801	2.42421167e-06	0.994213275	0.000454057801	0.107422276	0.000461289595	0.000454785747	2.42421167e-06	0.000461289595	0.99999979	
12.4	7.0	10674000000.0	0.105562243	0.000618651675	0.994412305	0.000631463913	0.000618651675	0.999999609	0.000631998419	4.60953476e-06	0.994412305	0.000631998419	0.105562241	0.000618492314	0.000631463913	4.60953476e-06	0.000618492314	0.999999609	
12.4	7.0	10924000000.0	0.107119583	0.000871921649	0.994245335	0.000920887835	0.000871921649	0.999999194	0.000922616643	9.20959113e-06	0.994245335	0.000922616643	0.10711958	0.00087047397	0.000920887835	9.20959113e-06	0.00087047397	0.999999197	
12.4	7.0	11174000000.0	0.113306262	0.00130196698	0.993558237	0.00142296643	0.00130196698	0.999998137	0.00142526006	1.95125179e-05	0.993558237	0.00142526006	0.113306258	0.00129980581	0.00142296643	1.95125179e-05	0.00129980581	0.999998143	
12.4	7.0	11424000000.0	0.126317958	0.00208291359	0.991984831	0.00235146215	0.00208291359	0.999995061	0.00235332365	4.44071245e-05	0.991984831	0.00235332365	0.126317953	0.00208110851	0.00235146215	4.44071245e-05	0.00208110851	0.999995069	
12.4	7.0	11674000000.0	0.15042481	0.00361719807	0.988605885	0.00420683381	0.00361719807	0.999984601	0.00420733754	0.000110636085	0.988605885	0.00420733754	0.150424804	0.00361685872	0.00420683381	0.000110636085	0.00361685872	0.999984604	
12.4	7.0	11924000000.0	0.194938837	0.00695518414	0.980755472	0.00831740594	0.00695518414	0.999941182	0.00831631906	0.000310996236	0.980755472	0.00831631906	0.194938828	0.00695672227	0.00831740594	0.000310996236	0.00695672227	0.999941162	
12.4	7.0	12174000000.0	0.283980564	0.0153824601	0.958520001	0.0189162814	0.0153824601	0.999702215	0.0189150885	0.00103992327	0.958520001	0.0189150885	0.283980546	0.0153842696	0.0189162814	0.00103992327	0.0153842696	0.999702164	
12.4	7.0	12424000000.0	0.495946947	0.042307738	0.865660725	0.0536487666	0.042307738	0.997652454	0.053654262	0.00456685311	0.865660725	0.053654262	0.495946892	0.0423014189	0.0536487666	0.00456685311	0.0423014189	0.997653018	
12.6	7.0	9424000000.0	0.130513602	0.00019149776	0.991446484	0.000182454147	0.00019149776	0.999999967	0.000169525174	2.69694208e-07	0.991446484	0.000169525174	0.130513596	0.000207031877	0.000182454147	2.69694208e-07	0.000207031877	0.999999962	
12.6	7.0	9674000000.0	0.118784966	0.000232135277	0.992919952	0.000218175044	0.000232135277	0.999999951	0.000210306142	4.4371395e-07	0.992919952	0.000210306142	0.118784959	0.000242688883	0.000218175044	4.4371395e-07	0.000242688883	0.999999947	
12.6	7.0	9924000000.0	0.109060698	0.00028605178	0.994035015	0.00026676587	0.00028605178	0.999999924	0.000265625929	7.51994133e-07	0.994035015	0.000265625929	0.109060691	0.000289927434	0.00026676587	7.51994133e-07	0.000289927434	0.999999922	
12.6	7.0	10174000000.0	0.101347444	0.000359685261	0.99485097	0.000336606867	0.000359685261	0.999999877	0.000342911707	1.31747735e-06	0.99485097	0.000342911707	0.101347436	0.000355960626	0.000336606867	1.31747735e-06	0.000355960626	0.99999988	
12.6	7.0	10424000000.0	0.0957875253	0.000464315393	0.995401597	0.000442129614	0.000464315393	0.999999789	0.000455263947	2.39625651e-06	0.995401597	0.000455263947	0.0957875167	0.000453259858	0.000442129614	2.39625651e-06	0.000453259858	0.9999998	
12.6	7.0	10674000000.0	0.0927038178	0.000620456619	0.99569335	0.000608775916	0.000620456619	0.999999611	0.000626621127	4.54854365e-06	0.99569335	0.000626621127	0.0927038085	0.000603855433	0.000608775916	4.54854365e-06	0.000603855433	0.999999632	
12.6	7.0	10924000000.0	0.0926921115	0.000866992276	0.99569405	0.000883454078	0.000866992276	0.999999217	0.000902601937	9.07203789e-06	0.99569405	0.000902601937	0.0926921014	0.000848146634	0.000883454078	9.07203789e-06	0.000848146634	0.99999925	
12.6	7.0	11174000000.0	0.09680849	0.00128125923	0.995301276	0.00135831975	0.00128125923	0.999998234	0.00137471516	1.91854661e-05	0.995301276	0.00137471516	0.0968084792	0.00126448308	0.00135831975	1.91854661e-05	0.00126448308	0.999998278	
12.6	7.0	11424000000.0	0.106972173	0.00202683216	0.99425745	0.00222914387	0.00202683216	0.999995438	0.00223901048	4.35703973e-05	0.99425745	0.00223901048	0.106972163	0.00201648002	0.00222914387	4.35703973e-05	0.00201648002	0.999995481	
12.6	7.0	11674000000.0	0.126921208	0.00348026237	0.991898817	0.00395359978	0.00348026237	0.999986119	0.00395437875	0.000108274921	0.991898817	0.00395437875	0.126921203	0.00347956416	0.00395359978	0.000108274921	0.00347956416	0.999986125	
12.6	7.0	11924000000.0	0.164822253	0.00662069648	0.986270648	0.00774597387	0.00662069648	0.999948105	0.00773703148	0.000303398885	0.986270648	0.00773703148	0.16482227	0.0066307144	0.00774597387	0.000303398885	0.0066307144	0.999947969	
12.6	7.0	12174000000.0	0.241973812	0.0145049933	0.970016884	0.0174792452	0.0145049933	0.999741792	0.0174623382	0.00101094044	0.970016884	0.0174623382	0.241973914	0.0145236374	0.0174792452	0.00101094044	0.0145236374	0.999741225	
12.6	7.0	12424000000.0	0.430445413	0.0398077496	0.900373899	0.0495876127	0.0398077496	0.997967218	0.049567934	0.00444906577	0.900373899	0.049567934	0.430445893	0.0398270604	0.0495876127	0.00444906577	0.0398270604	0.99796547	
12.8	7.0	9424000000.0	0.121693065	0.000190015847	0.992567746	0.000178536989	0.000190015847	0.999999968	0.000169033845	2.6541504e-07	0.992567746	0.000169033845	0.121693062	0.000200770558	0.000178536989	2.6541504e-07	0.000200770558	0.999999964	
12.8	7.0	9674000000.0	0.10949473	0.000229850779	0.993987326	0.000217445924	0.000229850779	0.999999952	0.000208961699	4.37038522e-07	0.993987326	0.000208961699	0.109494726	0.000239646028	0.000217445924	4.37038522e-07	0.000239646028	0.999999948	
12.8	7.0	9924000000.0	0.0991967508	0.000283587202	0.995067762	0.000270258476	0.000283587202	0.999999925	0.000263847072	7.41187047e-07	0.995067762	0.000263847072	0.0991967453	0.000291427377	0.000270258476	7.41187047e-07	0.000291427377	0.999999921	
12.8	7.0	10174000000.0	0.0907794904	0.000357507107	0.995870894	0.000344139897	0.000357507107	0.999999878	0.000340693924	1.29897286e-06	0.995870894	0.000340693924	0.0907794837	0.000362487182	0.000344139897	1.29897286e-06	0.000362487182	0.999999875	
12.8	7.0	10424000000.0	0.084343178	0.000462346031	0.996436556	0.000451426416	0.000462346032	0.999999791	0.000451575652	2.36234165e-06	0.996436556	0.000451575651	0.0843431695	0.000463752203	0.000451426416	2.36234165e-06	0.000463752203	0.999999791	
12.8	7.0	10674000000.0	0.0801464769	0.000617402125	0.996782716	0.000614390018	0.000617402125	0.999999618	0.000618352606	4.48164471e-06	0.996782716	0.000618352606	0.0801464658	0.000614879031	0.000614390018	4.48164471e-06	0.000614879031	0.999999622	
12.8	7.0	10924000000.0	0.0786881377	0.000859107729	0.996898527	0.000875198318	0.000859107729	0.999999241	0.000882610375	8.92965122e-06	0.996898527	0.000882610375	0.0786881226	0.000852878184	0.000875198318	8.92965122e-06	0.000852878184	0.999999253	
12.8	7.0	11174000000.0	0.0808723392	0.00125987927	0.9967228	0.00131806218	0.00125987927	0.999998325	0.00132786344	1.88570773e-05	0.9967228	0.00132786344	0.0808723176	0.00125094031	0.00131806218	1.88570773e-05	0.00125094031	0.999998349	
12.8	7.0	11424000000.0	0.0883611333	0.00197278785	0.99608429	0.00212272247	0.00197278785	0.999995778	0.00213320032	4.27416096e-05	0.99608429	0.00213320032	0.0883610999	0.00196295578	0.00212272247	4.27416096e-05	0.00196295578	0.99999582	
12.8	7.0	11674000000.0	0.104405221	0.00334931065	0.994522287	0.0037084528	0.00334931065	0.999987475	0.00371749421	0.000105942764	0.994522287	0.00371749421	0.104405165	0.00334102456	0.0037084528	0.000105942764	0.00334102456	0.999987537	
12.8	7.0	11924000000.0	0.136108634	0.00629926569	0.990647851	0.00718285553	0.00629926569	0.999954279	0.0071883353	0.000295845641	0.990647851	0.0071883353	0.136108533	0.00629519442	0.00718285553	0.000295845641	0.00629519442	0.999954344	
12.8	7.0	12174000000.0	0.20203008	0.0136499986	0.979152373	0.0160671826	0.0136499986	0.999777253	0.016067303	0.000981397682	0.979152373	0.016067303	0.202029895	0.0136526063	0.0160671826	0.000981397682	0.0136526063	0.99977722	
12.8	7.0	12424000000.0	0.366518597	0.0372079438	0.928555452	0.0454363297	0.0372079438	0.998265062	0.0454295919	0.00431118372	0.928555452	0.0454295919	0.366518304	0.0372190537	0.0454363297	0.00431118372	0.0372190537	0.998264342	
13.0	7.0	9424000000.0	0.112863588	0.000189401715	0.993610458	0.000180051177	0.000189401715	0.999999968	0.000169957379	2.62008364e-07	0.993610458	0.000169957379	0.112863584	0.000200995581	0.000180051177	2.62008364e-07	0.000200995581	0.999999964	
13.0	7.0	9674000000.0	0.100239702	0.000232057069	0.994963266	0.000219574583	0.000232057069	0.99999995	0.000212619271	4.31715833e-07	0.994963266	0.000212619271	0.100239697	0.000240512207	0.000219574583	4.31715833e-07	0.000240512207	0.999999947	
13.0	7.0	9924000000.0	0.0894095265	0.000288955733	0.995994869	0.000272956346	0.000288955733	0.999999922	0.000270316879	7.32298818e-07	0.995994869	0.000270316879	0.0894095212	0.000293074371	0.000272956346	7.32298818e-07	0.000293074371	0.99999992	
13.0	7.0	10174000000.0	0.080329652	0.000365658931	0.996768224	0.000346956699	0.000365658931	0.999999872	0.00034911133	1.28304956e-06	0.996768224	0.00034911133	0.0803296463	0.000364867574	0.000346956699	1.28304956e-06	0.000364867574	0.999999873	
13.0	7.0	10424000000.0	0.0730656204	0.000471890099	0.997326921	0.000453024338	0.000471890099	0.999999783	0.000459693165	2.33179552e-06	0.997326921	0.000459693165	0.0730656144	0.000466336909	0.000453024338	2.33179552e-06	0.000466336909	0.999999789	
13.0	7.0	10674000000.0	0.0678239755	0.000625441355	0.997696919	0.000611592406	0.000625441355	0.999999611	0.000621723466	4.41908313e-06	0.997696919	0.000621723466	0.0678239693	0.000616056035	0.000611592406	4.41908313e-06	0.000616056035	0.999999623	
13.0	7.0	10924000000.0	0.0650219567	0.000860276232	0.997883091	0.000861113212	0.000860276232	0.999999249	0.000872949779	8.79284859e-06	0.997883091	0.000872949779	0.0650219502	0.00084875542	0.000861113212	8.79284859e-06	0.00084875542	0.999999269	
13.0	7.0	11174000000.0	0.0654295843	0.00124424249	0.997855595	0.00127821285	0.00124424249	0.999998394	0.00128950577	1.85359693e-05	0.997855595	0.00128950577	0.0654295777	0.00123288518	0.00127821285	1.85359693e-05	0.00123288518	0.999998423	
13.0	7.0	11424000000.0	0.0704727684	0.0019207117	0.997509796	0.00202633035	0.0019207117	0.999996084	0.00203472392	4.19225182e-05	0.997509796	0.00203472392	0.0704727621	0.00191205344	0.00202633035	4.19225182e-05	0.00191205344	0.999996118	
13.0	7.0	11674000000.0	0.0829467035	0.00321746766	0.996542693	0.00348622782	0.00321746766	0.999988729	0.00348973744	0.000103622716	0.996542693	0.00348973744	0.0829466987	0.00321378491	0.00348622782	0.000103622716	0.00321378491	0.999988753	
13.0	7.0	11924000000.0	0.10895691	0.00597739666	0.994006184	0.00666104564	0.00597739666	0.999959926	0.006658446	0.000288284888	0.994006184	0.006658446	0.10895691	0.00598028161	0.00666104564	0.000288284888	0.00598028161	0.999959891	
13.0	7.0	12174000000.0	0.164443557	0.0128011924	0.986193451	0.0147282902	0.0128011924	0.999809266	0.0147192706	0.000951368826	0.986193451	0.0147192706	0.164443572	0.0128113678	0.0147282902	0.000951368826	0.0128113678	0.999809002	
13.0	7.0	12424000000.0	0.305394756	0.0345461135	0.950701255	0.0413247286	0.0345461135	0.99854032	0.0413098742	0.00415809455	0.950701255	0.0413098742	0.305394806	0.0345634278	0.0413247286	0.00415809455	0.0345634278	0.998539106	
13.2	7.0	9424000000.0	0.104017043	0.000193439651	0.994575479	0.000186576136	0.000193439651	0.999999966	0.000174749619	2.604372e-07	0.994575479	0.000174749619	0.104017037	0.000206808734	0.000186576136	2.604372e-07	0.000206808734	0.999999961	
13.2	7.0	9674000000.0	0.0910128877	0.000235415801	0.995849661	0.000225066584	0.000235415801	0.999999949	0.000216753789	4.28188392e-07	0.995849661	0.000216753789	0.0910128819	0.000245232292	0.000225066584	4.28188392e-07	0.000245232292	0.999999945	
13.2	7.0	9924000000.0	0.0796998902	0.000291533041	0.996818823	0.000276693189	0.000291533041	0.99999992	0.000273577317	7.24924272e-07	0.996818823	0.000273577317	0.079699884	0.000296113707	0.000276693189	7.24924272e-07	0.000296113707	0.999999918	
13.2	7.0	10174000000.0	0.0700125495	0.000367414343	0.997545982	0.000348208299	0.000367414343	0.999999871	0.000351195306	1.26798509e-06	0.997545982	0.000351195306	0.0700125432	0.000365759493	0.000348208299	1.26798509e-06	0.000365759493	0.999999872	
13.2	7.0	10424000000.0	0.0619849216	0.00047255105	0.998076872	0.000450775877	0.00047255105	0.999999783	0.000459742397	2.30085572e-06	0.998076872	0.000459742397	0.0619849156	0.000464631866	0.000450775877	2.30085572e-06	0.000464631866	0.99999979	
13.2	7.0	10674000000.0	0.0557770661	0.000623914797	0.99844287	0.00060378242	0.000623914797	0.999999615	0.000617403101	4.35384883e-06	0.99844287	0.000617403101	0.055777061	0.000610906927	0.00060378242	4.35384883e-06	0.000610906927	0.999999631	
13.2	7.0	10924000000.0	0.0517338703	0.000853471411	0.998660186	0.000842871589	0.000853471411	0.999999267	0.000858610593	8.6491529e-06	0.998660186	0.000858610593	0.051733867	0.000837834103	0.000842871589	8.6491529e-06	0.000837834103	0.999999294	
13.2	7.0	11174000000.0	0.0505055134	0.0012246252	0.998722264	0.00123796766	0.0012246252	0.999998466	0.00125236866	1.81996627e-05	0.998722264	0.00125236866	0.0505055141	0.00120986435	0.00123796766	1.81996627e-05	0.00120986435	0.999998502	
13.2	7.0	11424000000.0	0.0533047161	0.00187081127	0.998574662	0.00193697173	0.00187081127	0.999996355	0.00194636267	4.1070263e-05	0.998574662	0.00194636267	0.053304725	0.00186078377	0.00193697173	4.1070263e-05	0.00186078377	0.999996392	
13.2	7.0	11674000000.0	0.0625117548	0.00309586407	0.998034026	0.00328311424	0.00309586407	0.999989808	0.00328468622	0.000101224877	0.998034026	0.00328468622	0.0625117813	0.00309366125	0.00328311424	0.000101224877	0.00309366125	0.99998982	
13.2	7.0	11924000000.0	0.0833166018	0.0056764827	0.996487809	0.00617807936	0.0056764827	0.999964808	0.00617107387	0.000280504874	0.996487809	0.00617107387	0.0833166655	0.00568316391	0.00617807936	0.000280504874	0.00568316391	0.999964727	
13.2	7.0	12174000000.0	0.129226173	0.0119898613	0.99145121	0.0134661778	0.0119898613	0.999837193	0.0134529892	0.000920352049	0.99145121	0.0134529892	0.129226311	0.0120031702	0.0134661778	0.000920352049	0.0120031702	0.999836856	
13.2	7.0	12424000000.0	0.247847737	0.0318996863	0.967554139	0.0373215437	0.0318996863	0.998786484	0.0373100523	0.00399121178	0.967554139	0.0373100523	0.247847989	0.0319111637	0.0373215437	0.00399121178	0.0319111637	0.998785688	
13.4	7.0	9424000000.0	0.0951408234	0.000205192164	0.995463785	0.00018735992	0.000205192164	0.999999962	0.000186622945	2.5907149e-07	0.995463785	0.000186622945	0.0951408234	0.000205849109	0.00018735992	2.5907149e-07	0.000205849109	0.999999961	
13.4	7.0	9674000000.0	0.0817943805	0.000244022462	0.99664917	0.000228672269	0.000244022462	0.999999945	0.000225602374	4.25064572e-07	0.99664917	0.000225602374	0.0817943799	0.00024705251	0.000228672269	4.25064572e-07	0.00024705251	0.999999943	
13.4	7.0	9924000000.0	0.0700439987	0.000295517716	0.997543819	0.000283264007	0.000295517716	0.999999918	0.000277858618	7.18209306e-07	0.997543819	0.000277858618	0.0700439971	0.000300958015	0.000283264007	7.18209306e-07	0.000300958015	0.999999915	
13.4	7.0	10174000000.0	0.0598048044	0.000365860366	0.99820996	0.000357106511	0.000365860366	0.999999872	0.000349878247	1.25392266e-06	0.99820996	0.000349878247	0.0598048015	0.000373246716	0.000357106511	1.25392266e-06	0.000373246716	0.999999867	
13.4	7.0	10424000000.0	0.051082589	0.000465188433	0.998694218	0.000460222984	0.000465188433	0.99999979	0.000452223469	2.2713982e-06	0.998694218	0.000452223469	0.051082584	0.000473506569	0.000460222984	2.2713982e-06	0.000473506569	0.999999782	
13.4	7.0	10674000000.0	0.0439949897	0.000610873111	0.999031379	0.000610202916	0.000610873111	0.999999632	0.000602927523	4.29083351e-06	0.999031379	0.000602927523	0.0439949817	0.000618628418	0.000610202916	4.29083351e-06	0.000618628418	0.999999622	
13.4	7.0	10924000000.0	0.0388203785	0.000834295405	0.999245504	0.000839497715	0.000834295405	0.999999304	0.00083465114	8.50899761e-06	0.999245504	0.00083465114	0.0388203657	0.000839739117	0.000839497715	8.50899761e-06	0.000839739117	0.999999295	
13.4	7.0	11174000000.0	0.0360989486	0.00119570178	0.999346771	0.0012116355	0.00119570178	0.999998552	0.00121076237	1.78697876e-05	0.999346771	0.00121076237	0.0360989276	0.00119722059	0.0012116355	1.78697876e-05	0.00119722059	0.999998549	
13.4	7.0	11424000000.0	0.0368490779	0.0018192833	0.999317454	0.00186035336	0.0018192833	0.999996606	0.00186438639	4.02320437e-05	0.999317454	0.00186438639	0.0368490415	0.00181588976	0.00186035336	4.02320437e-05	0.00181588976	0.99999662	
13.4	7.0	11674000000.0	0.0430753853	0.00298473765	0.999062574	0.00309441777	0.00298473765	0.999990726	0.0031032695	9.88641688e-05	0.999062574	0.0031032695	0.0430753175	0.00297651493	0.00309441777	9.88641688e-05	0.00297651493	0.999990778	
13.4	7.0	11924000000.0	0.0591416904	0.0054022938	0.998218587	0.00572085957	0.0054022938	0.999968935	0.00573324975	0.000272838911	0.998218587	0.00573324975	0.0591415552	0.00539062651	0.00572085957	0.000272838911	0.00539062651	0.999969069	
13.4	7.0	12174000000.0	0.0963492041	0.0112291034	0.995208615	0.0122699052	0.0112291034	0.999861104	0.012283632	0.000889651639	0.995208615	0.012283632	0.0963489079	0.0112166304	0.0122699052	0.000889651639	0.0112166304	0.999861413	
13.4	7.0	12424000000.0	0.194378264	0.0293300921	0.979915786	0.033494607	0.0293300921	0.999000692	0.0335077221	0.00382036942	0.979915786	0.0335077221	0.194377457	0.0293204561	0.033494607	0.00382036942	0.0293204561	0.999001415	
13.6	7.0	9424000000.0	0.0862487719	0.000200273672	0.996273593	0.000191142157	0.000200273672	0.999999963	0.000183724485	2.55398517e-07	0.996273593	0.000183724485	0.0862487688	0.000208374808	0.000191142157	2.55398517e-07	0.000208374808	0.99999996	
13.6	7.0	9674000000.0	0.0726071161	0.000240060617	0.997360565	0.000230389915	0.000240060617	0.999999946	0.000223798677	4.187832e-07	0.997360565	0.000223798677	0.0726071124	0.000247285381	0.000230389915	4.187832e-07	0.000247285381	0.999999943	
13.6	7.0	9924000000.0	0.0604719262	0.000293696937	0.998169815	0.000282951553	0.000293696937	0.999999918	0.000278305588	7.07356395e-07	0.998169815	0.000278305588	0.060471922	0.000298956593	0.000282951553	7.07356395e-07	0.000298956593	0.999999915	
13.6	7.0	10174000000.0	0.0497418104	0.00036712215	0.998761979	0.00035513325	0.00036712215	0.99999987	0.000353358139	1.2345995e-06	0.998761979	0.000353358139	0.0497418055	0.000369480778	0.00035513325	1.2345995e-06	0.000369480778	0.999999869	
13.6	7.0	10424000000.0	0.0403978584	0.000469811406	0.999183458	0.000456974447	0.000469811406	0.999999784	0.000458627437	2.23541449e-06	0.999183458	0.000458627437	0.0403978529	0.000468670156	0.000456974447	2.23541449e-06	0.000468670156	0.999999786	
13.6	7.0	10674000000.0	0.0325199785	0.00061780655	0.999470711	0.000605269635	0.00061780655	0.999999623	0.000610392956	4.21992934e-06	0.999470711	0.000610392956	0.0325199723	0.000613076165	0.000605269635	4.21992934e-06	0.000613076165	0.999999629	
13.6	7.0	10924000000.0	0.026327078	0.000839998542	0.999652685	0.00082991922	0.000839998542	0.999999296	0.000837940915	8.35968926e-06	0.999652685	0.000837940915	0.0263270708	0.000832226272	0.00082991922	8.35968926e-06	0.000832226272	0.999999309	
13.6	7.0	11174000000.0	0.0222611724	0.00119187803	0.999750773	0.00118818796	0.00119187803	0.999998572	0.00119789675	1.75302999e-05	0.999750773	0.00119789675	0.0222611637	0.00118228409	0.00118818796	1.75302999e-05	0.00118228409	0.999998595	
13.6	7.0	11424000000.0	0.021167494	0.00178785795	0.999772726	0.00179934742	0.00178785795	0.999996765	0.00180898721	3.93871362e-05	0.999772726	0.00180898721	0.0211674836	0.00177822764	0.00179934742	3.93871362e-05	0.00177822764	0.999996799	
13.6	7.0	11674000000.0	0.0247161142	0.00288501957	0.999686031	0.00293769575	0.00288501957	0.999991496	0.0029452351	9.65131943e-05	0.999686031	0.0029452351	0.0247161026	0.00287742211	0.00293769575	9.65131943e-05	0.00287742211	0.99999154	
13.6	7.0	11924000000.0	0.0365353605	0.00513227157	0.999305028	0.00531869642	0.00513227157	0.999972631	0.00532228081	0.000265256151	0.999305028	0.00532228081	0.0365353435	0.00512867514	0.00531869642	0.000265256151	0.00512867514	0.999972669	
13.6	7.0	12174000000.0	0.0659625171	0.0104807139	0.997704469	0.0111755506	0.0104807139	0.999882272	0.0111740136	0.000859349479	0.997704469	0.0111740136	0.065962456	0.0104827367	0.0111755506	0.000859349479	0.0104827367	0.999882233	
13.6	7.0	12424000000.0	0.145485601	0.0268345062	0.988543936	0.0299121282	0.0268345062	0.999185801	0.0299053223	0.00364899936	0.988543936	0.0299053223	0.145485273	0.0268438679	0.0299121282	0.00364899936	0.0268438679	0.999185346	
13.8	7.0	9424000000.0	0.0773378907	0.000204913632	0.9970049	0.000192831533	0.000204913632	0.999999961	0.000189688621	2.52708496e-07	0.9970049	0.000189688621	0.0773378893	0.000208328356	0.000192831533	2.52708496e-07	0.000208328356	0.99999996	
13.8	7.0	9674000000.0	0.0634398955	0.000248040501	0.997985603	0.000235125143	0.000248040501	0.999999942	0.000233251261	4.14799392e-07	0.997985603	0.000233251261	0.0634398943	0.000250101999	0.000235125143	4.14799392e-07	0.000250101999	0.999999941	
13.8	7.0	9924000000.0	0.0509706019	0.000304378108	0.998700065	0.000291255328	0.000304378108	0.999999911	0.000290581739	7.00676689e-07	0.998700065	0.000290581739	0.0509706009	0.000305177239	0.000291255328	7.00676689e-07	0.000305177239	0.999999911	
13.8	7.0	10174000000.0	0.0398151384	0.000379225422	0.999206924	0.000366870139	0.000379225422	0.999999861	0.000367106065	1.22209359e-06	0.999206924	0.000367106065	0.0398151377	0.000379065329	0.000366870139	1.22209359e-06	0.000379065329	0.999999861	
13.8	7.0	10424000000.0	0.0299322808	0.000481344867	0.999551702	0.000470965334	0.000481344867	0.999999773	0.000471685932	2.2099778e-06	0.999551702	0.000471685932	0.0299322804	0.000480663148	0.000470965334	2.2099778e-06	0.000480663148	0.999999774	
13.8	7.0	10674000000.0	0.0213663467	0.000625862078	0.999771326	0.000618688276	0.000625862078	0.999999612	0.000619423506	4.16492917e-06	0.999771326	0.000619423506	0.0213663464	0.000625145355	0.000618688276	4.16492917e-06	0.000625145355	0.999999613	
13.8	7.0	10924000000.0	0.0142796451	0.000840168326	0.999897337	0.000837104252	0.000840168326	0.999999296	0.000837427196	8.23432826e-06	0.999897337	0.000837427196	0.0142796443	0.000839859889	0.000837104252	8.23432826e-06	0.000839859889	0.999999297	
13.8	7.0	11174000000.0	0.00902179857	0.00117665241	0.999957917	0.00117793159	0.00117665241	0.999998614	0.00117754519	1.72278803e-05	0.999957917	0.00117754519	0.00902179634	0.00117705625	0.00117793159	1.72278803e-05	0.00117705625	0.999998613	
13.8	7.0	11424000000.0	0.00627847793	0.00174227764	0.999977244	0.00174817041	0.00174227764	0.999996956	0.00174698427	3.86037711e-05	0.999977244	0.00174698427	0.00627847565	0.00174347519	0.00174817041	3.86037711e-05	0.00174347519	0.999996951	
13.8	7.0	11674000000.0	0.00741808602	0.0027745167	0.999964739	0.00279191173	0.0027745167	0.999992254	0.00279008318	9.42792023e-05	0.999964739	0.00279008318	0.00741809457	0.00277633266	0.00279191173	9.42792023e-05	0.00277633266	0.999992244	
13.8	7.0	11924000000.0	0.0154168128	0.00486538984	0.999857108	0.004941087	0.00486538984	0.999975934	0.00493897135	0.000257952503	0.999857108	0.00493897135	0.0154168368	0.00486746143	0.004941087	0.000257952503	0.00486746143	0.999975913	
13.8	7.0	12174000000.0	0.0378883109	0.00977124065	0.999182623	0.0101530775	0.00977124065	0.999900391	0.0101509848	0.000829964242	0.999182623	0.0101509848	0.0378883451	0.00977328214	0.0101530775	0.000829964242	0.00977328214	0.99990035	
13.8	7.0	12424000000.0	0.100989293	0.0244839818	0.994231123	0.0265738788	0.0244839818	0.999340974	0.0265713207	0.00348103079	0.994231123	0.0265713207	0.100989312	0.0244866781	0.0265738788	0.00348103079	0.0244866781	0.99934084	
14.0	7.0	9424000000.0	0.0684295016	0.000204050175	0.997655913	0.000200421862	0.000204050175	0.999999961	0.000190533771	2.50273348e-07	0.997655913	0.000190533771	0.0684294975	0.000214639315	0.000200421862	2.50273348e-07	0.000214639315	0.999999957	
14.0	7.0	9674000000.0	0.0543282749	0.000245796435	0.998523069	0.000242033596	0.000245796435	0.999999943	0.000232983939	4.0993248e-07	0.998523069	0.000232983939	0.0543282701	0.000255414067	0.000242033596	4.0993248e-07	0.000255414067	0.999999938	
14.0	7.0	9924000000.0	0.0415781773	0.000301465971	0.999135164	0.000297040588	0.000301465971	0.999999913	0.000289960113	6.91366461e-07	0.999135164	0.000289960113	0.0415781718	0.000309021479	0.000297040588	6.91366461e-07	0.000309021479	0.999999908	
14.0	7.0	10174000000.0	0.0300504732	0.000376543826	0.999548243	0.000371210226	0.000376543826	0.999999862	0.00036704147	1.20435829e-06	0.999548243	0.00036704147	0.030050467	0.000381099432	0.000371210226	1.20435829e-06	0.000381099432	0.999999858	
14.0	7.0	10424000000.0	0.0196839361	0.000479739984	0.999806025	0.000473527066	0.000479739984	0.999999773	0.000472948908	2.17550257e-06	0.999806025	0.000472948908	0.019683929	0.000480599868	0.000473527066	2.17550257e-06	0.000480599868	0.999999772	
14.0	7.0	10674000000.0	0.0104933854	0.000625631786	0.999944556	0.000618689984	0.000625631786	0.999999611	0.000622033852	4.09528946e-06	0.999944556	0.000622033852	0.010493377	0.000622449577	0.000618689984	4.09528946e-06	0.000622449577	0.999999615	
14.0	7.0	10924000000.0	0.00259522392	0.000840019677	0.999995933	0.000832185914	0.000840019677	0.999999295	0.0008393295	8.08589957e-06	0.999995933	0.0008393295	0.0025952085	0.000832930071	0.000832185914	8.08589957e-06	0.000832930071	0.999999307	
14.0	7.0	11174000000.0	0.00373731195	0.00117146882	0.999991656	0.00116139131	0.00117146882	0.999998627	0.00117162725	1.68891633e-05	0.999991656	0.00117162725	0.00373731237	0.00116123013	0.00116139131	1.68891633e-05	0.00116123013	0.999998651	
14.0	7.0	11424000000.0	0.00795401695	0.00171810773	0.999965442	0.00170213953	0.00171810773	0.999997054	0.0017140456	3.77622308e-05	0.999965442	0.0017140456	0.00795402211	0.00170620594	0.00170213953	3.77622308e-05	0.00170620594	0.999997095	
14.0	7.0	11674000000.0	0.00894874822	0.00269619629	0.999952761	0.00266960666	0.00269619629	0.999992767	0.00268100751	9.19497683e-05	0.999952761	0.00268100751	0.00894876106	0.00268481712	0.00266960666	9.19497683e-05	0.00268481712	0.999992828	
